billing_id,subscription_id,billing_amount,payment_status,billing_date
866d58f3,a1f51a9f,103.28,Overdue,2021-03-15
c3e9722d,1f78cabe,152.64,Paid,2018-04-27
820989af,949d9316,65.82,Paid,2015-12-03
59221624,be67881d,83.47,Overdue,2025-02-17
8f664800,2d503060,144.0,Overdue,2017-05-22
c86910a2,3db9520b,93.16,Overdue,2024-06-06
d5adb714,bea3b548,131.06,Paid,2020-11-13
e2b82a2c,25a9f2ff,72.29,Paid,2024-05-23
b133577c,b792c5fe,80.94,Paid,2019-02-22
74ab8838,e297ea6f,42.51,Overdue,2022-01-19
36f650bb,f452209c,123.36,Overdue,2017-05-29
4444e388,0d197023,10.11,Pending,2021-12-03
1443d271,110f2741,108.02,Pending,2024-04-10
a331a461,4cdb44ad,61.95,Overdue,2016-12-13
605994ba,866cf445,150.2,Pending,2016-01-09
393e9c62,3b7fc768,136.65,Pending,2018-06-12
c8cafb7f,4e1f8a7c,79.65,Pending,2020-10-18
932a45f2,138ae140,10.81,Paid,2021-10-29
be5c562a,ddbac0ee,167.44,Pending,2021-07-19
260ed8ae,49a46f7b,68.43,Paid,2022-06-16
694df018,a364c4bc,142.83,Paid,2017-09-28
29880bee,08fad286,116.81,Overdue,2017-08-03
fa45c36f,4411aadd,118.81,Pending,2023-02-21
4603910d,388f35a2,145.2,Overdue,2018-07-15
c7f9454a,4a2df5d8,115.51,Paid,2016-09-24
21aa390e,59a81daf,198.77,Paid,2016-07-30
f8e0773f,d5198651,11.54,Overdue,2021-09-26
74dc6c94,de2b8eb1,159.17,Overdue,2021-12-09
2e8bd02d,96faeec3,14.73,Overdue,2019-02-03
5eb25224,bf223401,177.77,Pending,2022-11-18
93d688dc,55e0fc57,130.72,Paid,2021-08-08
14cd0f9d,e60166c6,144.52,Pending,2017-04-25
602871a3,8c037624,77.16,Paid,2018-04-16
f69d4770,969e8d39,10.9,Paid,2018-06-01
bb693519,ad2295b1,47.65,Paid,2017-05-20
7334264c,8efe9fff,113.72,Paid,2023-05-02
83a6e874,d198b140,105.33,Overdue,2021-01-23
6a54cfdf,b13ff6fe,78.06,Pending,2017-10-15
4454358d,33391d2b,29.71,Paid,2020-08-19
080d920e,b252648f,182.04,Overdue,2018-12-06
dc034c96,abd6a21e,172.4,Overdue,2017-10-05
85ccbcf1,1b941e14,52.16,Pending,2023-09-09
d7ab28d2,1ff3e8d3,143.91,Paid,2019-02-01
c4bea845,e2c82794,177.69,Pending,2022-03-17
ff0453ea,58c91fca,27.5,Pending,2016-03-24
fb2f306f,0ac84695,155.15,Overdue,2023-02-06
d60d2568,f0ccdc51,108.94,Pending,2015-09-28
23fd4901,616c03e1,82.04,Pending,2022-06-27
f0611718,cec8a64b,121.77,Paid,2021-03-30
e6ef7116,a30ae01b,188.29,Overdue,2016-06-26
edffb409,52f89a42,173.4,Pending,2020-10-31
6c0381e3,d2ad6f60,174.35,Paid,2016-04-03
d406c250,5a39b4e1,24.87,Pending,2022-12-07
c65d391e,bcb7dacb,170.08,Pending,2023-10-30
62634641,759f5f7d,151.01,Pending,2022-06-20
8cc9e033,20fc0851,69.42,Overdue,2019-07-21
d8c107d7,e2ccf1e5,45.52,Paid,2023-09-21
b9d726b0,fd5c38bd,172.32,Overdue,2017-11-17
621eac5a,b24e4522,35.13,Overdue,2023-11-27
1af529bf,a23c0853,182.21,Pending,2021-05-23
e6babfab,8e4a5e36,191.6,Overdue,2020-10-26
54868463,2c2a2478,102.96,Overdue,2024-11-24
601d9bd3,dbb49213,158.25,Paid,2024-12-04
affa5097,98506f60,16.5,Overdue,2024-10-18
ee40d710,7d7d7672,78.96,Overdue,2016-10-12
47671353,1f9f919e,22.77,Overdue,2019-06-10
6b824faa,b9fae412,147.34,Paid,2022-08-06
e919e9c8,3c438090,77.16,Overdue,2020-11-18
f08711db,67726440,76.21,Pending,2019-06-20
624c0112,856a13e9,103.8,Overdue,2021-07-05
bcd52a92,b0dbd954,171.45,Pending,2016-03-29
00e184cb,e6d2cca3,19.68,Pending,2015-05-06
bfeb9209,daac4580,122.14,Paid,2016-01-14
0aca576f,7878ea69,78.35,Pending,2019-06-28
9b9b5762,0c41e6df,146.03,Overdue,2016-05-27
2ad24e6c,4b323c76,135.07,Overdue,2021-03-31
c3359376,41e2f8cd,72.56,Paid,2022-05-21
e33ab953,f22af75c,189.33,Paid,2015-03-07
632a4da2,5934ebcd,134.24,Overdue,2020-01-25
0073e944,a5705df4,33.33,Overdue,2017-04-25
ffd8818f,a0011636,103.5,Paid,2015-06-07
0b6075f4,94da0264,28.66,Paid,2018-04-20
651a3724,42f3a382,197.73,Overdue,2015-11-27
9581fbdb,5db99439,177.5,Paid,2015-10-15
f5a2de5c,cd651143,183.73,Pending,2016-08-17
d73028c6,3e4a73ab,133.91,Overdue,2024-07-24
0d7df594,d792bc25,86.06,Overdue,2020-08-27
9b31cd98,b78956e7,138.9,Overdue,2024-11-09
c0dadbc2,9a28aa64,49.5,Pending,2025-02-05
3cf70e4a,69e46da2,63.8,Pending,2024-11-14
d911c832,9266150f,110.79,Pending,2018-11-21
bf0aaa63,59c1fc3c,26.3,Paid,2015-12-13
b916ecfc,9d96de71,157.41,Pending,2024-03-24
cd702f42,edc10279,105.68,Overdue,2018-01-18
16f0c44f,55316522,29.05,Paid,2015-04-10
1abf41f6,cc0abddb,124.07,Paid,2021-09-30
09ee0910,a85a941f,133.77,Pending,2024-08-21
aff92554,f88c5a48,109.43,Pending,2024-09-01
d8259d05,26c2bbf1,20.12,Overdue,2023-02-06
2b52ee3c,420a714c,36.3,Overdue,2021-11-14
4bea90b4,335df894,190.63,Pending,2015-04-07
501e56bd,ae7642c3,92.71,Overdue,2015-12-21
5ed7f2e1,8130050a,52.62,Paid,2020-06-04
c7b1fde5,f3c1e4df,107.11,Pending,2017-11-17
1762caa0,bb09c181,155.74,Paid,2025-02-13
f3c9b8da,69b3f2c4,194.23,Paid,2022-05-18
1acc8f0e,f58d9851,178.53,Pending,2020-03-01
e29aa232,bf3dbd97,16.73,Paid,2015-06-11
a8aa12e1,7b0edab1,41.07,Overdue,2015-09-03
01de9025,b37d6a3e,181.01,Pending,2022-05-07
2456d037,dad0b47c,59.75,Paid,2019-09-30
ec84bb3e,e7c83fc6,39.79,Paid,2021-06-28
1293dd4e,9a3bf654,153.45,Overdue,2019-01-29
efd9f7e9,ac2a04d8,128.44,Pending,2018-07-05
922dcfe6,ed81b18f,83.19,Paid,2017-09-16
5d778475,63705f03,55.69,Pending,2024-11-12
3b245c71,23c64b11,138.73,Paid,2021-07-14
59521b96,f8ac9874,105.49,Pending,2016-05-28
92d82bf1,4ac5b458,43.85,Overdue,2022-05-12
9fa1adff,330ed312,12.63,Pending,2018-07-05
0e21b896,21866072,193.93,Paid,2016-05-01
e56cb367,8f77e979,116.11,Pending,2017-02-13
a9e9ad68,1353c00e,30.33,Paid,2017-11-09
6b65c587,93902440,74.29,Paid,2018-09-28
1a61b9b6,de873c60,47.77,Pending,2017-01-31
7de843b6,9501866b,186.23,Paid,2024-06-28
4a1b2dd3,d4aa2387,122.87,Overdue,2022-01-09
cad161d9,90d39569,99.17,Pending,2018-12-18
75574a7e,dfb5620e,32.56,Paid,2023-10-29
119df53e,c9fb97d3,50.94,Overdue,2018-08-25
f9e74d6f,996ec5ea,44.26,Paid,2024-08-08
5ce7b970,a131d793,140.15,Pending,2018-03-12
91f74a5b,abd51e0d,30.78,Overdue,2019-11-11
ae845ddc,765e3f75,168.0,Overdue,2023-08-08
03eee3be,f0f689fd,198.1,Pending,2016-12-03
0fede429,bb32332e,176.42,Pending,2017-06-22
2f8720b1,71a09bd2,99.47,Overdue,2022-08-08
90e7de96,1ee33600,144.22,Paid,2016-08-24
a93cebd5,803d03d1,12.88,Overdue,2022-08-03
e9591f5b,8283dbf9,70.73,Paid,2022-11-09
70e74f99,7325981d,93.3,Pending,2024-09-20
10e7ff7c,a07191e5,41.94,Paid,2017-04-03
9727b1f8,cbba9933,112.21,Overdue,2020-12-06
45afb5f0,b2fffd65,69.11,Paid,2023-09-28
480f1b74,1650d6a7,144.34,Overdue,2022-10-20
a3a68b42,552b90cf,120.81,Overdue,2015-10-28
78f4fe19,d78a1e9c,53.57,Paid,2019-04-28
8749eb6c,c66a3f07,66.71,Overdue,2018-06-11
ce412a2b,0bf818f2,53.61,Pending,2023-05-17
0cf099a1,9f74be8f,15.16,Paid,2021-09-28
4edd5d38,df91a917,63.25,Pending,2015-06-29
6e6658df,3b6e685e,189.4,Overdue,2018-10-15
da8dd892,fde5bd75,44.86,Pending,2015-08-26
8ce87b50,398331a7,161.88,Paid,2021-05-29
27900b41,ecd068b3,103.67,Paid,2024-08-28
f2400e7f,a85e8ef8,192.03,Overdue,2015-03-11
8a61319a,0a20af1a,88.49,Paid,2021-11-06
14a85d8c,8733f495,32.8,Pending,2015-04-24
33562e6a,2d50fa6f,59.97,Paid,2022-04-17
c35e6bfd,c55efaab,58.38,Overdue,2018-09-18
8dc5416a,dbd08502,187.28,Pending,2016-03-07
68c09b02,11ec5050,38.98,Pending,2016-12-19
5d1bc080,39d8d244,68.57,Overdue,2019-11-18
caabed8b,b561f45f,69.81,Overdue,2017-07-24
d2def056,b338cb68,161.37,Paid,2022-01-19
2d2f48cb,c366120d,52.86,Overdue,2016-12-21
3f538d3d,8be3e680,54.76,Paid,2023-04-19
25c9de31,af426750,125.22,Overdue,2015-06-11
2096e8e6,61306f31,80.59,Paid,2020-04-06
0c865a32,840d8c7d,20.95,Paid,2024-07-24
02c2b825,20e84a6f,44.82,Pending,2022-10-28
2c84e44a,07752bc4,74.95,Overdue,2019-04-07
e1598ed1,655a8efb,76.72,Paid,2018-10-26
e59c36e9,1fda33e3,59.51,Pending,2019-09-04
f7ed1b43,d60f6cb1,169.86,Overdue,2022-06-05
69f67192,d9becb28,44.35,Overdue,2020-02-22
6fef6b51,6969cb70,60.08,Paid,2015-07-31
8206c92d,ec5ae34b,167.57,Paid,2021-02-17
98ae6634,69eefbbc,94.56,Paid,2022-11-10
f77b7341,0a45ec93,150.68,Pending,2024-12-27
9a3a1a40,dd2d862c,14.59,Pending,2019-03-30
83a06a5b,23217a76,163.76,Paid,2019-09-18
8c4612c8,68974a27,108.07,Paid,2022-10-20
52464bd6,aba0597c,121.29,Pending,2024-04-17
90cb4c23,0f995d9e,169.87,Overdue,2021-10-11
ae2e3094,8a6241ea,148.67,Overdue,2024-08-13
d0fd55ea,e4720913,129.15,Overdue,2023-08-24
96b162d9,f4c2f402,41.75,Paid,2015-11-25
5530cf39,3b35114e,22.34,Pending,2021-12-25
28916f6b,da204395,190.86,Paid,2016-12-19
80251d9a,4507a85a,57.29,Overdue,2016-12-29
d9c06e8d,cb1c7a79,83.29,Pending,2023-12-17
cc5e3f1b,db892843,71.24,Paid,2022-03-23
187b07e0,dbdf9049,14.7,Overdue,2017-10-24
d3bc09bb,88691741,182.1,Overdue,2015-07-14
d836a6a8,140cb22a,111.57,Pending,2015-11-21
7c54e3e9,9ba572e7,87.66,Paid,2022-04-17
b7aad008,b42b1596,22.38,Pending,2020-11-03
72c883c3,ffc2cebb,69.89,Overdue,2022-12-02
ed17b955,29b13857,144.02,Overdue,2015-05-30
5a8ddc3d,5bbaee25,152.16,Overdue,2016-05-12
1edb58bc,6cd92d17,95.59,Pending,2020-05-07
e015133c,3d8ed21a,69.45,Paid,2021-07-16
92ddb9d5,5080b7b3,67.75,Paid,2020-05-01
de20d148,e6979dce,118.55,Pending,2023-11-10
0ec68fbe,744a24c6,46.48,Paid,2018-04-09
732f19e7,bc4d2609,59.47,Pending,2020-02-29
d1e01755,d40f84ca,57.98,Pending,2017-11-20
e5321764,6cc494fa,178.22,Pending,2021-05-15
f7a73184,0757edae,92.17,Pending,2021-04-13
6094795c,063b7247,104.19,Pending,2024-06-01
84b82368,a198bf03,166.96,Overdue,2017-12-07
8486c22a,264877e7,197.3,Overdue,2021-04-26
f0c1c001,a555d208,51.78,Overdue,2015-06-25
c5577011,762e5876,121.19,Pending,2022-05-27
d8252f8c,4d4134c7,124.22,Paid,2024-06-21
12c68774,e4278d8a,96.78,Overdue,2019-12-02
1bafa9a1,741f9662,172.49,Overdue,2015-06-21
f4fbfbe5,dd3aa506,118.52,Overdue,2019-07-18
377efb3f,4ba02002,116.71,Overdue,2022-07-14
0f8bd578,d0db33f1,119.29,Paid,2021-12-30
3c3496c3,b5122817,143.68,Overdue,2018-03-27
c0d6923d,a9ec5f40,160.84,Overdue,2019-07-24
9abf1ff3,06691088,157.52,Pending,2015-08-04
d9282ce8,53de0793,54.92,Pending,2016-04-01
938baf13,3e8cb819,41.86,Paid,2022-08-03
2e5d381b,c05b297b,18.27,Paid,2019-04-06
673a504b,f70497ad,128.12,Overdue,2020-10-12
b464411d,0b81f885,157.58,Paid,2020-04-01
d474f543,d52b2f18,39.63,Overdue,2019-08-26
6be961be,ba393e30,80.14,Overdue,2024-11-02
956ffe49,4eab1d63,97.83,Paid,2016-08-14
966b9fa5,c9d49105,133.7,Pending,2022-10-14
b59a5568,947039be,45.2,Pending,2020-11-13
6259da2f,43539712,192.55,Overdue,2018-08-21
950cea78,b97c0568,179.75,Overdue,2022-12-14
1ab4c135,0d6d4a54,175.63,Pending,2015-03-27
999413c4,139f9906,94.89,Overdue,2016-11-04
1676e17b,9012d6d0,133.73,Pending,2023-04-25
683cd49b,36f57538,38.82,Paid,2018-03-20
9166b38c,86d3b444,196.2,Pending,2016-06-17
f2885523,5547f70d,70.39,Pending,2017-02-11
173b7a80,8ba07165,198.6,Paid,2017-01-30
379fd48e,164566b7,83.91,Overdue,2023-07-15
662bd958,7f89a131,123.12,Pending,2024-09-02
2f822e82,f21bd96a,166.03,Overdue,2017-03-14
fdf7581b,884c91c7,43.37,Pending,2016-01-21
9f8979cf,8c7edeac,135.03,Pending,2018-05-23
1e3ae716,d2118a41,99.84,Pending,2018-11-12
8381c6f1,dae59760,23.42,Paid,2020-12-11
2f99e3b0,b717332a,135.75,Overdue,2015-02-28
69e3d30f,df0b8b59,71.14,Pending,2020-04-06
1eedb5f0,8c5db14a,122.52,Overdue,2022-08-07
4db4649c,c716efab,163.63,Overdue,2019-07-30
ab14ff19,cc5c42ce,19.9,Overdue,2024-02-19
7e46af5e,b56d24d8,53.62,Paid,2019-08-07
eb1dd720,a3425842,72.86,Pending,2021-05-27
7207a201,0e6144e4,34.16,Paid,2022-05-31
9fd83f10,d8ea001f,137.29,Pending,2023-04-04
d0bd0d8a,235603bb,56.4,Overdue,2015-07-13
a1822969,f4ea6225,151.3,Paid,2017-08-18
3224ee79,9c9da6db,111.46,Paid,2019-05-26
536dbb4f,2343d21e,68.98,Pending,2019-01-12
412da30b,38abf1a0,191.46,Overdue,2017-05-03
112e91de,99065fc3,56.85,Pending,2017-04-09
15f044d5,0ddde4ce,50.18,Paid,2021-07-30
d7549c50,9d2ff671,30.6,Overdue,2025-01-05
2ab02821,c4320400,174.74,Pending,2018-11-12
e7bc318a,6208b1eb,190.14,Overdue,2023-02-10
9efe0ee1,3bad549e,115.57,Pending,2018-06-16
f04b699f,6b9ff8f1,72.66,Paid,2015-07-26
c8d298cf,25d003fe,162.09,Pending,2024-06-11
fb460c6c,9c70dfe7,31.77,Paid,2016-03-20
cf5f48d1,cc5ae0fe,10.16,Paid,2022-12-15
7e866454,94b67972,84.06,Pending,2025-02-20
6c3aeed9,e8980637,188.96,Overdue,2023-07-25
5ab0c8d9,8df304e2,64.29,Pending,2021-06-13
8c3699d9,0629a995,17.5,Overdue,2020-12-30
dfa65bfc,9f464aae,161.08,Pending,2020-07-29
71764689,e7bf08b4,112.75,Overdue,2019-11-18
65da372f,7e6ffa44,48.39,Paid,2024-12-28
ac972164,1bb776c0,148.68,Paid,2017-06-27
0c976219,e7c39934,117.85,Pending,2020-05-31
c17d523b,51aa5df2,171.65,Pending,2016-01-30
e5b839bb,999e9577,176.17,Overdue,2025-01-22
0dca40e6,0bd7a0b8,140.27,Pending,2020-09-06
b8f201a2,280e2c7e,28.57,Overdue,2018-06-06
d9cacbb6,ceb4350c,21.83,Pending,2022-04-15
03d4d2d4,255231f6,155.27,Overdue,2019-07-09
90131d9b,133b1ef1,112.26,Paid,2023-05-19
dd057e0d,0757d3a9,175.61,Paid,2015-08-17
a88ca413,60988672,98.57,Overdue,2024-12-11
72361ff7,8171b3ca,67.57,Pending,2022-02-11
75fce421,93fde273,20.68,Overdue,2017-11-24
1d8a9e11,e1be4dce,119.1,Pending,2016-03-23
f05a4389,5eda5aad,32.36,Paid,2018-12-15
d23a8fee,83b78c6a,196.35,Overdue,2016-04-26
09e2037e,15083c80,195.95,Paid,2024-05-04
53a599eb,e1dfd71c,145.19,Overdue,2022-09-03
6850b4c6,62c704c6,132.11,Pending,2020-04-04
c849aa02,0b9b1f2e,113.22,Pending,2016-02-23
b0d05e2e,ad0eb6f0,43.04,Paid,2021-05-23
5243f973,b6bc6f8b,136.07,Paid,2020-02-28
ffd0c71f,78db3197,69.19,Paid,2019-08-19
9c1dfab8,d509d2c8,122.77,Pending,2021-08-24
43c6ff47,43476571,82.82,Paid,2017-05-31
fac03096,75fa1388,116.04,Pending,2018-10-10
7b6740ca,e9e8fffe,40.17,Pending,2024-11-14
13446300,2dfd9e14,189.29,Pending,2019-06-16
60dc5680,4e1a9476,154.44,Overdue,2015-03-27
b6e6ad7a,7983fc53,142.01,Pending,2022-06-12
0b85e7e6,590aaec8,46.15,Overdue,2018-12-17
a191108e,397e444a,180.12,Pending,2023-05-16
0533ce25,bd29dd2f,80.1,Overdue,2018-07-18
71235349,83bfcbfb,149.12,Pending,2022-01-06
7605ecef,6f174065,48.94,Pending,2021-08-10
c665eb5c,84e92bda,104.56,Pending,2024-07-09
5106fa5e,9b65e154,151.77,Pending,2016-11-03
6eabdf6a,a5ec2842,11.49,Overdue,2018-07-31
89c2a18a,4c289e1b,147.98,Overdue,2019-05-14
95565cd3,d0804190,194.23,Pending,2016-12-21
00268847,4333ebbc,119.73,Paid,2020-04-10
3d1f8f1c,ca1eef11,44.46,Pending,2016-05-24
744a9414,195f77fd,185.65,Pending,2015-07-31
3c84176a,a320af7a,70.24,Pending,2023-04-21
8be73513,651d70ac,128.96,Overdue,2024-01-31
a8c06073,bb024025,85.64,Overdue,2021-08-13
a2471e7d,dec6d52a,130.39,Paid,2024-12-21
23e7485e,9d48bdae,143.91,Paid,2016-05-14
5d868429,32348cb5,58.14,Overdue,2018-05-25
95e4d020,818c8403,171.57,Paid,2016-10-13
6527a5fa,7499343e,30.61,Paid,2017-12-30
1c4fde5d,176bf4b2,113.22,Paid,2018-09-21
a9a98541,8513c191,188.2,Pending,2015-12-26
83bd7a0b,98f1469f,125.92,Paid,2020-05-02
745fd4ea,793cf17a,116.93,Pending,2016-03-16
9c15c809,22e6b738,184.92,Overdue,2022-10-05
cadfd1f4,02d21d03,180.91,Overdue,2020-01-13
a5d31936,e874b334,99.59,Paid,2024-01-31
5932c79b,8e57c913,134.1,Pending,2025-02-08
446a488e,5d9d47e0,129.44,Pending,2024-06-30
f47c81b1,33f0b06f,27.6,Pending,2017-01-26
0785b5df,d3988a80,74.88,Overdue,2021-01-11
0f71064f,5c2dab9a,99.93,Paid,2019-05-30
e71a9f03,36390bdf,43.04,Overdue,2019-12-24
07b8e668,d8778f08,182.02,Overdue,2021-07-30
a31c3e84,c51773f7,102.16,Paid,2020-03-21
41774888,b939e9ff,30.03,Pending,2016-07-06
2b787e8f,f00a9eb2,105.57,Overdue,2016-04-06
04c118fb,23db6b7d,122.02,Paid,2018-02-10
748d4de3,858c9775,25.41,Paid,2022-11-14
5ced9238,d4036ac3,166.19,Overdue,2016-06-01
0128b34a,b68f50be,159.48,Paid,2022-07-31
283abea8,db7d68a4,152.11,Pending,2016-08-23
38882f74,c9fc898b,172.05,Overdue,2019-03-27
eac021ca,cda952c1,35.54,Pending,2021-07-25
1222f00e,1be39629,132.11,Pending,2022-10-08
ea07815b,ebf2220f,11.11,Overdue,2015-12-15
646a1e32,0f60bc6d,153.98,Overdue,2020-08-12
39abd866,04409cee,132.39,Overdue,2021-01-11
788c46dc,fa30c7d4,137.11,Overdue,2016-04-21
cead6e64,ee877ab4,61.85,Paid,2017-02-20
e9ca810b,87421775,172.95,Paid,2020-01-18
7ee50cec,e2628814,73.77,Paid,2015-06-21
060ab7bd,f3f01c60,77.8,Overdue,2020-11-20
77ebdd0c,340d3bed,183.41,Pending,2018-01-08
f6076921,c7e26bad,160.36,Paid,2019-06-11
f1fe3c6d,708a6884,152.8,Pending,2017-11-22
f745fd7d,cfa4ec23,135.85,Overdue,2021-08-20
65b41f31,9c08d5ab,21.68,Pending,2020-11-06
10c83d53,7aea0616,26.2,Pending,2023-10-16
c384e63a,7d525892,197.56,Paid,2023-05-30
7daf5fef,036d96ef,132.5,Pending,2020-03-12
78436e21,4d101463,153.92,Paid,2023-12-27
09153103,04695141,159.65,Overdue,2023-11-26
7609161f,586ab7fb,134.18,Paid,2021-02-20
932323a8,5ac82256,155.15,Paid,2016-10-24
3399e75b,9e3b49e7,22.44,Pending,2018-11-22
476daa5b,5ec1d845,21.83,Pending,2016-08-20
7eb1bc15,81611e49,150.44,Pending,2019-03-03
13bcb6c6,59d4bd7d,40.17,Pending,2018-01-03
d77c7a7a,034ff88e,71.39,Overdue,2023-01-07
9e44a587,90f53d1d,89.86,Overdue,2023-12-29
1e029870,d66d99fd,41.3,Overdue,2023-08-12
609be3b9,21906194,82.24,Paid,2020-12-14
daddd187,f7dd044b,31.42,Paid,2020-11-04
88008632,1afd1e76,25.63,Pending,2024-01-16
28a0f16d,5c7cd395,134.78,Pending,2016-02-19
041d92de,77ad156e,111.66,Paid,2018-10-11
69a347db,7d609605,136.42,Paid,2024-11-20
3ae8cd80,9d0898b3,92.15,Pending,2015-07-10
85a2bb22,4861ef13,104.74,Pending,2023-12-01
432330cd,5be6e796,84.41,Paid,2020-12-26
a5433954,e91e47e4,18.08,Pending,2021-12-19
36bdf9dc,ffacb25b,186.96,Pending,2018-02-27
698c5e35,a05a05c2,34.73,Paid,2020-06-24
4a3f9c4d,19c04932,172.83,Pending,2024-08-13
ea7359d6,4f82dcb7,86.71,Paid,2016-07-19
3cac07e4,2b7738e7,129.47,Paid,2020-12-01
eb49b763,49bcd9ed,81.69,Paid,2015-03-11
8098bb14,610e0579,77.82,Overdue,2023-06-02
0431e593,abd11e81,176.87,Overdue,2016-03-27
1d6a237e,7f018464,186.12,Pending,2019-08-28
27b24682,a10df174,79.88,Pending,2023-06-20
be710965,b1e71eb0,133.4,Pending,2021-09-24
83a05fd8,a77b9300,19.19,Pending,2021-01-01
10b7383a,4a959287,90.26,Paid,2022-06-12
11e82a24,ac193a48,29.36,Pending,2020-03-10
b4b8e958,150294e4,29.12,Overdue,2023-11-22
ed5cb45e,bdda1a4d,155.44,Paid,2023-02-03
e6962072,75878110,163.03,Overdue,2020-04-22
67f5ce15,bb58dfe3,160.03,Paid,2020-09-23
aaa7584c,7695053a,142.9,Paid,2024-05-16
dc3c77a1,8f0a5806,79.08,Paid,2016-01-08
4e1f9317,bfc9c8e5,40.52,Pending,2022-07-28
cb9ce349,67b813e5,181.4,Paid,2018-02-04
cffcdc8f,4a95fac0,40.62,Paid,2015-09-25
5baa98c8,908675c8,198.22,Pending,2024-04-30
65396eab,1d5d959f,87.87,Overdue,2020-06-25
85fb6aef,ce18b524,36.72,Pending,2017-09-27
b4a86536,76813bf2,138.28,Pending,2019-01-02
f5a98bcc,cf8eccf9,131.88,Overdue,2021-09-04
29c0be3f,b2534c61,74.31,Overdue,2016-05-01
e8aedea6,927adc1b,58.33,Paid,2022-04-26
48860e67,894cb101,144.38,Overdue,2025-01-07
ac5a0b03,a12a5277,157.19,Pending,2020-05-15
6bfb628f,b9b9c6af,102.14,Pending,2023-02-16
1427c376,f2b76890,26.98,Paid,2021-12-04
71a8fa94,9c48c7ee,72.32,Overdue,2020-12-25
6a93c8a8,bff0f537,113.46,Paid,2017-09-15
461222d6,8ed7f4ce,171.43,Paid,2019-04-29
66d0d080,949b5973,98.48,Paid,2015-07-17
318ca1f7,6538972c,190.23,Pending,2021-04-14
9954d773,f50758b2,19.07,Paid,2017-04-02
d67dd813,ec8dfac8,138.18,Overdue,2017-10-03
db7fa0a7,88738536,37.53,Paid,2020-05-09
8b72117b,85e5d7aa,128.76,Paid,2023-03-04
fec0e926,a83a7da4,73.54,Paid,2019-09-21
9e29d82c,39041991,27.85,Paid,2015-04-14
4f1bf4cf,3034e302,51.32,Paid,2020-01-25
1253afb3,5823bcda,165.89,Overdue,2018-03-07
1e85aff2,250ea76e,42.1,Overdue,2023-08-08
f0a69cc2,6efb8136,41.89,Pending,2017-07-18
fa57953f,d787d237,26.78,Paid,2017-05-01
cf312a9e,d82e6058,59.29,Overdue,2017-04-08
294b5e23,b8a38d66,117.26,Pending,2016-07-26
1988b3a1,18f12dc0,117.24,Paid,2019-01-12
5e9a86eb,4a95dfda,151.88,Pending,2021-01-31
17542c1c,e67538e1,73.74,Overdue,2019-05-05
2fc77d8d,64172333,16.76,Pending,2015-08-07
47562083,f67928c3,126.46,Paid,2025-01-10
a75854f8,d85d2cc0,87.33,Pending,2018-05-28
9f716d1b,2c1e7ec8,111.01,Overdue,2015-08-07
946267da,465c53c0,119.06,Pending,2020-07-05
219f314a,88d790c9,186.57,Overdue,2016-06-28
2552355c,fc9fabd8,123.3,Paid,2021-09-06
8874fb76,a31e5026,96.49,Pending,2018-09-13
939b67b4,16f8ae92,113.63,Paid,2017-11-11
3af22b61,fd4653ea,66.85,Paid,2024-09-25
0a9df62f,91819497,30.85,Paid,2022-03-02
08a76de0,8cc62dc2,195.37,Pending,2023-03-30
c2d0a112,75057989,114.85,Paid,2018-05-24
03847a7b,8e291638,116.43,Pending,2016-09-19
b083366c,edb3384c,54.46,Paid,2022-05-15
955d0ed2,3b597828,107.21,Overdue,2017-05-11
25be6abf,18cd6036,74.9,Overdue,2015-05-14
83406944,f9bc88c1,47.56,Paid,2017-09-08
97d29abc,0669c4ff,39.45,Overdue,2022-02-24
6f47d521,65e47d01,185.02,Overdue,2018-06-28
f2052b51,4a95dfda,59.41,Overdue,2023-04-20
7b7cb94e,4dc78447,66.97,Pending,2019-11-28
128f5433,7a7dab53,137.15,Pending,2023-07-09
9efe9047,14797945,30.35,Overdue,2024-10-26
a4b9531e,133b1ef1,10.12,Paid,2018-05-22
5d686c7b,b006f4cb,189.87,Pending,2022-11-26
0f3ffb2a,f44b3bff,54.71,Paid,2016-12-02
fc1a22c1,1d71463d,98.46,Overdue,2018-03-11
faf8b265,c3196502,21.32,Overdue,2015-05-24
69b4e1c3,18850b1c,47.43,Pending,2017-04-09
efc7155c,f324a4a2,158.04,Paid,2019-08-21
eb27a9bf,2e47563c,183.87,Pending,2022-06-16
933d74ba,cf394df2,75.32,Pending,2021-01-12
455faef9,025bff8f,117.89,Paid,2017-01-28
4fa5fcc3,c29a0c72,158.32,Pending,2023-07-13
6cdcaa3d,edb3384c,37.87,Paid,2023-08-17
d23c9984,fcf90754,79.64,Pending,2017-09-15
90217cb0,85edfa98,31.85,Overdue,2019-03-18
f07f28a5,042e647c,194.77,Paid,2018-08-25
b1d606e8,d816d3be,93.26,Pending,2018-05-01
01a34f69,788d7c7e,85.35,Overdue,2016-10-06
d75fe524,c8b0232f,170.3,Overdue,2023-07-03
f064eb28,f7bda5c6,140.73,Paid,2019-10-30
a6d2063a,997e29dc,195.59,Overdue,2016-07-25
a2e61058,b0e280f0,35.58,Pending,2019-03-14
12ae5b98,78b2e380,125.08,Overdue,2020-06-14
c1184fec,2d929b61,81.0,Paid,2015-05-24
fb5d454e,5f77da36,184.81,Overdue,2015-05-26
